Year,Type of economic activity,Organisation and legal forms,Region,Value
2015,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2016,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2017,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2018,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2019,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2020,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2021,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,10.8
2022,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,12.3
2023,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,12.3
2024,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,12.4
2025,manufacture_of_instruments_and_appliances_for_measuring_testing_and_navigation,,,
2015,manufacture_of_watches_and_clocks,,,
2016,manufacture_of_watches_and_clocks,,,
2017,manufacture_of_watches_and_clocks,,,
2018,manufacture_of_watches_and_clocks,,,
2019,manufacture_of_watches_and_clocks,,,
2020,manufacture_of_watches_and_clocks,,,
2021,manufacture_of_watches_and_clocks,,,25.0
2022,manufacture_of_watches_and_clocks,,,25.0
2023,manufacture_of_watches_and_clocks,,,33.3
2024,manufacture_of_watches_and_clocks,,,25.0
2025,manufacture_of_watches_and_clocks,,,
2015,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2016,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2017,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2018,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2019,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2020,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2021,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,15.1
2022,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,11.9
2023,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,12.0
2024,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,18.2
2025,manufacture_of_irradiation_electromedical_and_electrotherapeutic_equipment,,,
2015,manufacture_of_optical_instruments_and_photographic_equipment,,,
2016,manufacture_of_optical_instruments_and_photographic_equipment,,,
2017,manufacture_of_optical_instruments_and_photographic_equipment,,,
2018,manufacture_of_optical_instruments_and_photographic_equipment,,,
2019,manufacture_of_optical_instruments_and_photographic_equipment,,,
2020,manufacture_of_optical_instruments_and_photographic_equipment,,,
2021,manufacture_of_optical_instruments_and_photographic_equipment,,,15.2
2022,manufacture_of_optical_instruments_and_photographic_equipment,,,8.7
2023,manufacture_of_optical_instruments_and_photographic_equipment,,,18.5
2024,manufacture_of_optical_instruments_and_photographic_equipment,,,9.7
2025,manufacture_of_optical_instruments_and_photographic_equipment,,,
2015,manufacture_of_magnetic_and_optical_media,,,
2016,manufacture_of_magnetic_and_optical_media,,,
2017,manufacture_of_magnetic_and_optical_media,,,
2018,manufacture_of_magnetic_and_optical_media,,,
2019,manufacture_of_magnetic_and_optical_media,,,
2020,manufacture_of_magnetic_and_optical_media,,,
2021,manufacture_of_magnetic_and_optical_media,,,37.5
2022,manufacture_of_magnetic_and_optical_media,,,
2023,manufacture_of_magnetic_and_optical_media,,,
2024,manufacture_of_magnetic_and_optical_media,,,
2025,manufacture_of_magnetic_and_optical_media,,,
2015,manufacture_of_electric_motors_generators_and_transformers,,,
2016,manufacture_of_electric_motors_generators_and_transformers,,,
2017,manufacture_of_electric_motors_generators_and_transformers,,,
2018,manufacture_of_electric_motors_generators_and_transformers,,,
2019,manufacture_of_electric_motors_generators_and_transformers,,,
2020,manufacture_of_electric_motors_generators_and_transformers,,,
2021,manufacture_of_electric_motors_generators_and_transformers,,,10.4
2022,manufacture_of_electric_motors_generators_and_transformers,,,15.3
2023,manufacture_of_electric_motors_generators_and_transformers,,,11.1
2024,manufacture_of_electric_motors_generators_and_transformers,,,16.3
2025,manufacture_of_electric_motors_generators_and_transformers,,,
2015,manufacture_of_electricity_distribution_and_control_apparatus,,,
2016,manufacture_of_electricity_distribution_and_control_apparatus,,,
2017,manufacture_of_electricity_distribution_and_control_apparatus,,,
2018,manufacture_of_electricity_distribution_and_control_apparatus,,,
2019,manufacture_of_electricity_distribution_and_control_apparatus,,,
2020,manufacture_of_electricity_distribution_and_control_apparatus,,,
2021,manufacture_of_electricity_distribution_and_control_apparatus,,,14.3
2022,manufacture_of_electricity_distribution_and_control_apparatus,,,14.6
2023,manufacture_of_electricity_distribution_and_control_apparatus,,,15.8
2024,manufacture_of_electricity_distribution_and_control_apparatus,,,18.6
2025,manufacture_of_electricity_distribution_and_control_apparatus,,,
2015,manufacture_of_batteries_and_accumulators,,,
2016,manufacture_of_batteries_and_accumulators,,,
2017,manufacture_of_batteries_and_accumulators,,,
2018,manufacture_of_batteries_and_accumulators,,,
2019,manufacture_of_batteries_and_accumulators,,,
2020,manufacture_of_batteries_and_accumulators,,,
2021,manufacture_of_batteries_and_accumulators,,,18.2
2022,manufacture_of_batteries_and_accumulators,,,10.0
2023,manufacture_of_batteries_and_accumulators,,,17.4
2024,manufacture_of_batteries_and_accumulators,,,13.2
2025,manufacture_of_batteries_and_accumulators,,,
2015,manufacture_of_fibre_optic_cables,,,
2016,manufacture_of_fibre_optic_cables,,,
2017,manufacture_of_fibre_optic_cables,,,
2018,manufacture_of_fibre_optic_cables,,,
2019,manufacture_of_fibre_optic_cables,,,
2020,manufacture_of_fibre_optic_cables,,,
2021,manufacture_of_fibre_optic_cables,,,16.7
2022,manufacture_of_fibre_optic_cables,,,40.0
2023,manufacture_of_fibre_optic_cables,,,40.0
2024,manufacture_of_fibre_optic_cables,,,40.0
2025,manufacture_of_fibre_optic_cables,,,
2015,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2016,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2017,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2018,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2019,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2020,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2021,manufacture_of_other_electronic_and_electric_wires_and_cables,,,10.7
2022,manufacture_of_other_electronic_and_electric_wires_and_cables,,,9.7
2023,manufacture_of_other_electronic_and_electric_wires_and_cables,,,13.7
2024,manufacture_of_other_electronic_and_electric_wires_and_cables,,,17.9
2025,manufacture_of_other_electronic_and_electric_wires_and_cables,,,
2015,manufacture_of_wiring_devices,,,
2016,manufacture_of_wiring_devices,,,
2017,manufacture_of_wiring_devices,,,
2018,manufacture_of_wiring_devices,,,
2019,manufacture_of_wiring_devices,,,
2020,manufacture_of_wiring_devices,,,
2021,manufacture_of_wiring_devices,,,11.4
2022,manufacture_of_wiring_devices,,,9.5
2023,manufacture_of_wiring_devices,,,11.9
2024,manufacture_of_wiring_devices,,,20.9
2025,manufacture_of_wiring_devices,,,
2015,manufacture_of_electric_lighting_equipment,,,
2016,manufacture_of_electric_lighting_equipment,,,
2017,manufacture_of_electric_lighting_equipment,,,
2018,manufacture_of_electric_lighting_equipment,,,
2019,manufacture_of_electric_lighting_equipment,,,
2020,manufacture_of_electric_lighting_equipment,,,
2021,manufacture_of_electric_lighting_equipment,,,10.2
2022,manufacture_of_electric_lighting_equipment,,,8.4
2023,manufacture_of_electric_lighting_equipment,,,9.1
2024,manufacture_of_electric_lighting_equipment,,,17.7
2025,manufacture_of_electric_lighting_equipment,,,
2015,manufacture_of_electric_domestic_appliances,,,
2016,manufacture_of_electric_domestic_appliances,,,
2017,manufacture_of_electric_domestic_appliances,,,
2018,manufacture_of_electric_domestic_appliances,,,
2019,manufacture_of_electric_domestic_appliances,,,
2020,manufacture_of_electric_domestic_appliances,,,
2021,manufacture_of_electric_domestic_appliances,,,14.6
2022,manufacture_of_electric_domestic_appliances,,,10.1
2023,manufacture_of_electric_domestic_appliances,,,16.2
2024,manufacture_of_electric_domestic_appliances,,,18.8
2025,manufacture_of_electric_domestic_appliances,,,
2015,manufacture_of_non_electric_domestic_appliances,,,
2016,manufacture_of_non_electric_domestic_appliances,,,
2017,manufacture_of_non_electric_domestic_appliances,,,
2018,manufacture_of_non_electric_domestic_appliances,,,
2019,manufacture_of_non_electric_domestic_appliances,,,
2020,manufacture_of_non_electric_domestic_appliances,,,
2021,manufacture_of_non_electric_domestic_appliances,,,10.0
2022,manufacture_of_non_electric_domestic_appliances,,,7.7
2023,manufacture_of_non_electric_domestic_appliances,,,7.7
2024,manufacture_of_non_electric_domestic_appliances,,,9.1
2025,manufacture_of_non_electric_domestic_appliances,,,
2015,manufacture_of_other_electrical_equipment,,,
2016,manufacture_of_other_electrical_equipment,,,
2017,manufacture_of_other_electrical_equipment,,,
2018,manufacture_of_other_electrical_equipment,,,
2019,manufacture_of_other_electrical_equipment,,,
2020,manufacture_of_other_electrical_equipment,,,
2021,manufacture_of_other_electrical_equipment,,,17.6
2022,manufacture_of_other_electrical_equipment,,,15.5
2023,manufacture_of_other_electrical_equipment,,,15.9
2024,manufacture_of_other_electrical_equipment,,,17.2
2025,manufacture_of_other_electrical_equipment,,,
2015,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2016,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2017,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2018,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2019,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2020,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2021,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,10.0
2022,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,11.8
2023,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,13.9
2024,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,6.1
2025,manufacture_of_engines_and_turbines_except_aircraft_vehicle_and_cycle_engines,,,
2015,manufacture_of_fluid_power_equipment,,,
2016,manufacture_of_fluid_power_equipment,,,
2017,manufacture_of_fluid_power_equipment,,,
2018,manufacture_of_fluid_power_equipment,,,
2019,manufacture_of_fluid_power_equipment,,,
2020,manufacture_of_fluid_power_equipment,,,
2021,manufacture_of_fluid_power_equipment,,,10.7
2022,manufacture_of_fluid_power_equipment,,,12.7
2023,manufacture_of_fluid_power_equipment,,,13.7
2024,manufacture_of_fluid_power_equipment,,,18.0
2025,manufacture_of_fluid_power_equipment,,,
2015,manufacture_of_other_pumps_and_compressors,,,
2016,manufacture_of_other_pumps_and_compressors,,,
2017,manufacture_of_other_pumps_and_compressors,,,
2018,manufacture_of_other_pumps_and_compressors,,,
2019,manufacture_of_other_pumps_and_compressors,,,
2020,manufacture_of_other_pumps_and_compressors,,,
2021,manufacture_of_other_pumps_and_compressors,,,11.9
2022,manufacture_of_other_pumps_and_compressors,,,10.6
2023,manufacture_of_other_pumps_and_compressors,,,4.9
2024,manufacture_of_other_pumps_and_compressors,,,10.5
2025,manufacture_of_other_pumps_and_compressors,,,
2015,manufacture_of_other_taps_and_valves,,,
2016,manufacture_of_other_taps_and_valves,,,
2017,manufacture_of_other_taps_and_valves,,,
2018,manufacture_of_other_taps_and_valves,,,
2019,manufacture_of_other_taps_and_valves,,,
2020,manufacture_of_other_taps_and_valves,,,
2021,manufacture_of_other_taps_and_valves,,,22.6
2022,manufacture_of_other_taps_and_valves,,,18.6
2023,manufacture_of_other_taps_and_valves,,,23.7
2024,manufacture_of_other_taps_and_valves,,,26.8
2025,manufacture_of_other_taps_and_valves,,,
2015,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2016,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2017,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2018,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2019,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2020,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2021,manufacture_of_bearings_gears_gearing_and_driving_elements,,,12.8
2022,manufacture_of_bearings_gears_gearing_and_driving_elements,,,14.1
2023,manufacture_of_bearings_gears_gearing_and_driving_elements,,,14.3
2024,manufacture_of_bearings_gears_gearing_and_driving_elements,,,22.4
2025,manufacture_of_bearings_gears_gearing_and_driving_elements,,,
2015,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2016,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2017,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2018,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2019,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2020,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2021,manufacture_of_ovens_furnaces_and_furnace_burners,,,27.0
2022,manufacture_of_ovens_furnaces_and_furnace_burners,,,25.4
2023,manufacture_of_ovens_furnaces_and_furnace_burners,,,22.1
2024,manufacture_of_ovens_furnaces_and_furnace_burners,,,21.4
2025,manufacture_of_ovens_furnaces_and_furnace_burners,,,
2015,manufacture_of_lifting_and_handling_equipment,,,
2016,manufacture_of_lifting_and_handling_equipment,,,
2017,manufacture_of_lifting_and_handling_equipment,,,
2018,manufacture_of_lifting_and_handling_equipment,,,
2019,manufacture_of_lifting_and_handling_equipment,,,
2020,manufacture_of_lifting_and_handling_equipment,,,
2021,manufacture_of_lifting_and_handling_equipment,,,9.0
2022,manufacture_of_lifting_and_handling_equipment,,,9.5
2023,manufacture_of_lifting_and_handling_equipment,,,8.7
2024,manufacture_of_lifting_and_handling_equipment,,,8.7
2025,manufacture_of_lifting_and_handling_equipment,,,
2015,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2016,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2017,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2018,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2019,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2020,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2021,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,6.7
2022,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2023,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2024,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2025,manufacture_of_office_machinery_and_equipment_except_computers_and_peripheral_equipment,,,
2015,manufacture_of_power_driven_hand_tools,,,
2016,manufacture_of_power_driven_hand_tools,,,
2017,manufacture_of_power_driven_hand_tools,,,
2018,manufacture_of_power_driven_hand_tools,,,
2019,manufacture_of_power_driven_hand_tools,,,
2020,manufacture_of_power_driven_hand_tools,,,
2021,manufacture_of_power_driven_hand_tools,,,
2022,manufacture_of_power_driven_hand_tools,,,
2023,manufacture_of_power_driven_hand_tools,,,
2024,manufacture_of_power_driven_hand_tools,,,
2025,manufacture_of_power_driven_hand_tools,,,
2015,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2016,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2017,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2018,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2019,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2020,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2021,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,11.8
2022,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,13.4
2023,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,10.7
2024,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,15.9
2025,manufacture_of_non_domestic_cooling_and_ventilation_equipment,,,
2015,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2016,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2017,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2018,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2019,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2020,manufacture_of_other_general_purpose_machinery_n_e_c,,,
2021,manufacture_of_other_general_purpose_machinery_n_e_c,,,13.5
